Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
1,2,1676,6100,15366,4244,6678,3162
1,1,1047,1070,7841,7605,9419,1436
1,1,1730,11752,23935,1703,1238,2082
2,3,1860,10261,10740,6289,116,766
1,1,216,15286,3729,9880,721,1438
1,1,229,5559,9518,8650,8117,400
2,1,149,4845,18247,4664,721,5843
1,2,1099,19777,3011,9602,5211,3044
2,1,540,8571,22222,3067,3227,4963
1,2,101,17059,4607,5213,1276,3534
2,3,119,14177,22550,302,3252,5452
1,1,1175,8462,5344,3051,4766,672
1,3,1191,15012,17868,9743,9250,4882
2,3,793,216,3033,8014,1052,3455
1,1,683,10466,10552,4928,927,546
2,2,1226,19903,587,3191,6579,1611
2,2,546,7115,23827,2926,3590,701
1,2,952,19758,20244,9427,544,2081
1,3,783,13044,24562,3774,2546,2082
1,1,689,12936,22399,4066,7592,573
2,2,587,10501,24446,9320,9120,3672
1,2,337,15897,24789,1626,2354,1635
2,2,137,14681,13679,9307,7025,4506
2,1,489,6890,10646,3565,3586,4879
2,1,1296,12102,23349,1035,7675,2368
1,1,402,3368,11200,6541,3987,1581
2,2,729,10132,23092,5970,7707,4781
1,2,214,15669,7563,5287,1435,101
2,2,900,21674,2857,5035,7630,5917
1,1,1879,21044,13667,1339,4529,5154
2,3,987,702,21601,4901,9528,3645
2,3,1561,4022,24246,2724,2755,2425
2,3,1512,7832,4538,4857,8353,5318
2,1,224,3072,322,8821,6769,4369
2,1,271,14750,24122,1783,7761,5995
2,2,1177,4180,4105,175,595,1160
1,2,111,23148,3248,3892,5221,4781
1,2,1315,22595,7285,6283,6473,133
1,3,1127,22226,13994,2498,9620,4522
1,1,251,21552,23760,5599,7738,3713
1,3,212,2881,15075,3512,6690,833
1,1,1036,20938,20926,7462,7349,1109
1,2,161,20120,3643,9719,3144,5346
1,3,274,20910,7562,3068,7610,5617
2,3,604,9408,3054,3957,3071,678
2,3,837,8189,23332,7453,9447,871
1,2,896,19575,7871,4653,8253,4284
1,1,1486,5816,17333,4690,1113,2183
2,3,1105,22212,10644,4131,4597,207
2,3,415,18388,23430,4545,684,3853
1,3,607,7167,9565,5711,8723,3147
1,2,1134,16620,24770,1461,2377,2649
2,2,923,16761,15685,4899,3424,488
2,2,470,7530,22948,7610,5233,5637
2,1,369,1276,8652,810,4679,1410
2,3,733,22931,11012,9107,6727,798
2,3,336,24265,13610,5245,7193,5030
1,1,588,20371,23474,8901,5433,655
2,3,656,16222,12320,6167,9983,4410
2,2,216,3532,8456,3940,8516,953
2,2,1869,2300,16235,4953,3280,3194
1,2,513,21037,16256,355,419,2095
2,3,1696,19085,5105,8828,7789,4175
1,2,1304,8480,21380,393,4854,3924
2,3,703,4696,20941,4668,5929,3495
1,3,1585,7965,7114,6934,2835,149
1,2,1714,10735,10751,7428,275,5391
1,1,921,2415,8958,2445,5983,2832
1,1,1752,12252,4078,5673,9163,2156
1,1,1568,1658,24941,695,2948,4912
2,2,676,7221,10829,9316,3993,534
1,2,968,12757,17555,1542,8337,3758
1,3,274,23817,3635,1026,6043,4919
2,1,1463,8053,21599,4971,2639,5767
1,1,1253,8376,21757,9430,3628,5224
2,1,1280,628,3722,891,7749,4547
1,3,1267,4997,204,6793,4189,3884
1,2,855,19622,20871,7549,8790,2388
2,2,929,11104,20389,9930,5674,1420
1,2,1713,19659,16060,3667,9237,129
2,3,149,5291,12226,538,7856,394
1,2,1482,5293,2157,4651,3379,5570
2,1,641,19006,12081,8797,6101,4757
2,2,1338,22644,15105,2342,1755,4590
2,1,1396,12951,20898,2976,3509,1785
1,2,731,7764,21808,9816,3551,320
1,2,523,15692,4870,7674,209,4153
1,2,659,11990,5073,1860,5971,2257
1,2,1718,5562,10080,6455,3715,161
1,2,921,6438,19969,7395,7557,5705
1,3,794,7364,12075,4928,7582,4153
2,2,274,5303,20879,951,9710,916
1,3,1102,15604,18638,7653,1045,4861
1,1,720,5751,2629,4062,2661,1571
2,2,1360,24373,9713,6721,4922,4849
1,1,1621,2282,562,3778,9848,4890
2,1,612,14954,16863,1287,5409,2915
2,3,778,5575,10216,6647,704,1658
1,1,1939,15963,15047,4287,1217,1165
1,2,1621,24929,5848,9736,987,893
1,3,1069,6251,6521,4561,3985,3887
2,1,1196,12822,3799,6667,4667,4710
2,2,178,10463,4665,2112,368,5585
1,2,1233,18801,144,6746,7805,5829
2,3,108,10416,19956,1527,3074,2264
1,2,1489,23364,20206,3086,1636,3480
1,2,1963,21192,1990,9115,6488,2737
1,3,102,4260,11365,5911,8318,4216
1,1,416,22849,20812,4397,1082,5790
2,1,284,14678,4301,9844,3339,3232
1,3,368,18492,17149,6829,7136,2885
2,1,1125,6262,3997,2195,3368,4732
2,1,946,10799,13531,2594,8205,305
2,2,1221,6689,5711,7069,4557,4805
1,2,1378,18312,17280,3572,1011,5495
1,3,1249,11156,1772,2360,301,2098
1,3,1132,4126,11389,1965,5677,5373
2,2,429,22037,9850,2824,5001,5579
2,3,551,22351,14010,5085,3103,3802
1,2,1894,10662,11625,4742,8754,2628
2,1,440,6836,22871,2875,1170,5775
2,2,390,10251,21067,5361,419,4418
2,1,1020,18521,20568,2771,1631,3562
1,3,1139,21663,13407,4249,4225,4556
2,1,1799,23008,4560,5885,9263,3067
2,2,1191,12974,1882,4318,810,2991
1,2,677,1043,21594,8585,5087,2508
1,3,747,8141,13199,1074,3807,5943
2,3,855,19067,6749,8608,6279,4308
2,3,619,14295,3162,5790,2304,1122
2,3,1311,19093,21091,9502,4352,4718
2,3,319,13940,17971,7256,226,4076
1,1,1076,24784,6374,335,6239,3260
1,2,1717,3130,20924,4667,198,5373
1,1,1980,21283,15029,8903,6889,1411
1,1,854,8952,1564,193,8217,5653
2,3,1793,4759,8459,4993,4381,4046
2,1,786,22912,23755,4475,4778,4268
2,2,1642,6102,11188,6354,2968,3788
2,2,1665,17421,16257,9981,6042,906
1,3,145,4779,7504,9366,4385,5053
1,3,482,23853,2070,7290,1954,3630
1,1,1422,4873,18929,6808,194,4751
1,2,1325,24789,11574,7270,392,3259
1,1,158,2202,8120,6774,7380,4478
1,1,469,23709,7637,1530,324,4957
2,1,1356,14266,10795,6170,6817,5473
1,2,1463,21434,19390,6755,2750,2294
2,1,1058,19725,19419,4617,9647,4626
1,2,275,15699,12395,166,3718,3703
1,2,1236,7048,10319,4847,602,3940
1,3,394,19481,16133,7704,458,4677
2,2,1534,1660,6113,8387,2199,614
1,1,1877,13965,17525,6372,6181,2038
1,2,1166,7246,192,3576,4951,3421
1,3,257,3208,6029,2605,782,4838
2,1,1424,12478,12004,7427,9046,4269
2,1,1262,7700,4824,1250,4537,2413
2,3,1507,6669,1604,4336,8143,3706
2,3,701,4596,12414,8217,7021,3709
1,3,947,3483,23523,5984,6861,2761
1,3,631,13630,5633,806,3654,3655
2,3,1203,5524,10837,9459,7185,735
1,3,695,6436,21517,897,4366,1313
2,3,698,16968,21032,173,3437,5018
2,2,1359,5167,10741,9735,321,1353
2,2,1455,20996,9517,5303,4271,1997
1,1,1612,2711,11736,8259,5226,1051
2,3,1897,6280,18400,8640,3011,4276
2,3,1028,11545,16465,7144,6865,598
2,2,1457,18525,19580,3669,3638,1900
2,1,828,8673,6321,7258,2845,1089
2,3,1201,7425,3069,7849,7553,3295
1,3,651,20963,9890,7637,281,425
1,2,180,19426,6945,1467,1110,5128
2,3,1254,11909,1596,5892,615,3299
1,2,537,15293,19098,6242,7719,5066
2,1,284,20918,20256,1222,1298,1167
2,2,124,24295,1803,2368,6832,2759
2,1,1373,554,17844,5124,4499,2988
2,2,1798,18128,20755,6828,9087,4817
2,2,1379,14609,19430,5214,1420,649
2,2,1454,7644,5423,6521,3033,4122
1,2,517,5166,14442,3338,6656,177
1,3,1093,21502,19998,9976,1027,5615
2,2,776,13690,13299,2588,3502,1964
1,2,1462,15415,4055,3738,6058,3839
1,2,1059,6018,20681,2693,7959,5076
1,3,1100,12651,13586,5010,3482,3655
1,2,1370,7426,3029,3914,598,2539
1,2,602,14399,19069,4336,4198,777
2,2,1573,10206,15447,3866,514,1037
2,1,1629,20705,13907,1052,5301,1584
2,2,610,19588,2937,3491,8623,334
1,3,1061,23171,1823,385,2858,4189
1,1,990,15440,6901,5624,958,3021
2,3,876,24396,2927,4325,9572,1758
2,1,1701,15540,17464,3140,590,5486
1,2,1697,15601,20187,6812,3162,3338
1,1,594,21524,1388,1594,1848,1976
1,1,1657,15501,18291,1715,9131,4305
2,2,236,11769,10516,9264,2569,2372
1,3,1263,23684,16972,8423,402,3394
2,2,414,22723,21291,9327,5548,64
2,1,117,11227,21015,895,1031,3947
2,2,1508,5856,3579,358,2047,4560
1,2,1126,18367,5181,1115,1795,1946
2,2,1657,7242,15956,2396,8529,3277
2,1,1111,335,21481,4153,4588,1674
2,2,514,4092,4841,1535,3965,5795
2,2,118,19730,3636,4372,3740,605
1,1,734,16723,6070,1230,1599,1507
2,3,265,13015,24531,214,3336,733
1,1,810,7122,1342,2180,205,3896
1,3,478,5906,14722,854,4623,5596
1,1,417,15742,3219,2079,9488,2940
1,3,1918,12487,9725,7063,8187,3359
1,3,1085,567,9353,1706,5333,4713
1,1,313,23857,17927,9435,4034,4221
1,2,1772,8102,10748,1939,1621,3600
2,2,291,6376,15514,5346,1112,5546
1,1,730,5956,4268,9950,4309,1519
2,1,1897,15066,4284,6376,6926,2415
2,1,1285,4347,15809,4145,4986,5905
1,1,1756,15275,20230,3230,1637,4544
2,2,1483,20821,13102,2498,904,2301
2,3,955,6996,259,1799,721,1970
2,1,867,23239,16605,4153,8000,798
1,1,1085,16382,17690,2986,4694,5810
1,2,456,24281,1644,9387,7157,1075
2,3,797,1215,24542,8566,6914,5056
1,1,312,16807,16120,8387,2837,3873
2,1,1097,19943,440,2917,7863,2677
1,2,1406,19401,9030,1886,6679,3744
1,2,1766,21785,15635,4039,890,673
1,2,1988,9753,3750,6055,1769,5204
2,2,172,4493,10188,1784,9566,1656
1,3,1417,12014,11047,874,4829,2024
2,3,634,13806,3056,4253,7422,1629
2,2,136,15280,18297,1315,779,2309
1,1,1445,4501,16655,7679,7273,3389
1,1,315,7126,6144,9095,7641,2992
2,1,1751,6163,2751,182,1430,75
2,3,1991,17555,3329,2058,678,1480
1,1,529,24166,1377,7353,4359,3936
1,1,1766,24432,3473,3381,9132,5161
2,3,1002,5211,7632,8797,2712,4311
2,3,1350,1156,15146,6947,3869,913
1,2,1735,21697,786,2504,7574,5869
1,3,971,12531,18835,198,7472,5370
1,1,1864,18675,5374,3663,2726,4750
1,3,1175,8808,14475,8507,4486,3166
2,1,1894,13561,15127,5166,7352,4271
2,3,1526,9904,909,568,9923,1094
1,2,1254,12256,7033,2798,7008,1916
2,3,1850,5757,8346,8852,2135,5485
2,3,453,7193,20161,1236,8479,1840
1,2,1473,887,2647,9800,2881,5738
2,1,1179,23181,18970,3635,8642,4595
1,3,1054,18349,3974,9564,3313,3576
2,2,1202,9583,16310,5627,3493,5270
1,3,565,7848,894,9075,6404,2506
1,2,933,1352,18619,1549,7027,2723
1,2,1075,14423,4473,2413,1448,1094
2,2,1526,15197,18847,8615,8861,1869
1,1,264,12646,1969,3754,2850,394
2,1,923,18661,5949,8273,9951,1181
1,2,1240,3191,19992,4806,134,2043
2,1,1182,24188,22397,8226,5026,2499
2,3,854,5682,18511,4438,5119,4752
1,1,452,8506,7101,4838,9652,1833
1,1,1301,12215,2627,2507,791,3735
1,2,1792,11500,22289,8225,3533,626
1,1,1741,10243,17261,7504,1135,3127
1,2,170,7728,23984,3154,937,2132
2,2,1703,23855,15517,2964,4041,424
1,2,503,7151,23515,6096,2308,1879
2,1,689,1018,13454,1177,356,4353
2,2,519,19067,1525,2434,8992,3882
2,2,1836,11903,16994,7557,9034,5199
2,1,1075,2267,7062,9269,4742,5039
2,1,983,13094,1858,8206,7016,1869
1,1,1057,2358,22484,2288,2693,4167
1,3,930,5580,5764,5900,1903,628
2,2,1158,22867,7490,7171,2948,4184
2,3,105,7364,13071,8321,7185,1311
1,1,1583,21942,24682,6299,6389,3713
2,2,1576,14370,4678,1261,7603,725
2,3,180,10033,23227,8423,5062,1140
2,2,1530,6901,21675,5154,2818,4811
2,2,1665,16763,537,6192,4023,3368
1,2,153,7250,12161,3475,8626,3379
1,1,1766,8223,10837,1339,1455,4747
2,3,182,7743,18551,9903,101,2272
1,3,1434,16600,2900,3545,5106,212
1,1,522,23324,6627,6463,2275,1268
1,1,1053,15627,21284,2496,686,3037
2,3,1768,13294,16526,8405,1781,3767
2,3,1572,14186,18585,1156,123,5154
1,3,1198,21862,13610,3099,9320,915
1,3,564,10084,9105,9884,2155,2564
1,1,1492,3361,15504,6315,5212,5162
1,3,1548,14848,8813,3967,8411,2348
2,3,788,5876,8559,8095,1599,2786
1,2,1065,9709,7819,5367,4312,677
1,1,702,10404,2078,5278,6646,4516
1,1,1111,11762,21357,796,4749,3802
1,1,1531,10925,3772,6720,6072,5957
2,2,1998,5853,23796,7931,2122,5215
2,1,1884,12158,10126,7409,5574,66
1,2,1181,24952,2506,3071,9376,3574
1,2,1264,3683,10390,2268,937,4822
2,2,802,4048,12736,4620,2261,1488
1,2,1931,3803,12211,4574,4555,5373
2,3,1296,5488,20973,2629,5040,539
2,2,662,11469,3032,1568,5004,1148
1,1,530,19799,5793,4090,719,2977
1,1,1135,24966,16491,6252,3646,4731
1,1,186,18597,22916,9962,8403,1659
1,1,1359,15550,20414,4727,3207,5870
1,2,1730,177,4752,5812,5770,4553
1,2,1469,19560,22366,2064,9163,4514
2,1,1100,21017,7252,5842,3331,4015
1,3,266,7145,4197,5770,9248,923
2,2,952,21093,20276,3238,7477,2335
1,3,1533,17853,19183,798,416,5519
1,2,850,11659,19787,780,7712,244
1,3,105,12292,7519,2898,5536,2173
1,3,810,22588,4228,4703,4868,2864
2,3,408,2710,8411,5999,770,330
1,2,957,14703,4565,119,9498,4813
1,1,1831,7856,13171,5312,947,538
1,1,829,14972,14045,5222,3035,1591
1,1,824,17118,10715,2508,9854,3358
1,3,1551,21513,19138,3746,6629,1675
1,2,798,9009,14657,2949,2000,924
1,3,175,12643,3493,3965,2658,889
1,1,1806,9783,8588,3967,4705,5079
1,2,1783,24969,14956,2226,2927,979
2,2,1627,22478,11550,6074,7282,4526
2,1,1545,3998,22074,3222,9659,2708
1,2,982,10939,14240,3912,2042,5242
2,1,1911,20403,16948,7121,3887,4323
2,1,1680,22361,21831,6747,2432,962
2,3,1243,3808,5645,8580,3211,955
2,1,1088,205,11973,5024,2087,4022
2,3,1223,923,7131,6355,1869,718
1,1,883,14627,21677,6149,6022,576
1,1,1381,24166,13306,7577,3345,5705
2,3,525,9106,3269,2959,9702,3272
1,2,1147,11150,6816,6254,7093,2876
2,3,1944,21327,6770,1461,4681,777
1,3,816,3586,6165,7760,7588,3364
1,3,644,18410,16915,5431,113,1274
1,2,1103,19343,283,3930,6506,4467
2,3,1671,13229,11672,8469,6757,647
1,3,1483,2225,3602,8622,5855,2350
1,2,1105,9823,12820,3535,1409,2055
1,1,735,16944,10463,3286,9958,2656
1,1,1101,14924,11380,7902,2509,89
2,2,1464,10564,4440,5182,591,3629
2,1,508,23128,7427,7423,2563,4203
1,2,1128,13181,8968,5317,7970,428
1,1,998,1034,422,595,3635,1211
1,2,968,19562,8228,2372,4892,607
1,1,665,13923,14821,5303,5885,4869
1,1,1713,8483,23963,1700,9460,3279
2,1,1346,17213,11413,7170,3369,5811
1,2,1176,22402,21571,7605,6562,1747
2,1,1268,15425,20450,2683,7311,2360
2,3,430,6456,17207,8328,235,5799
1,1,913,771,322,4244,3447,1375
2,1,891,24990,21787,6673,7504,3009
2,1,658,16675,9936,5620,5776,2937
1,1,1888,543,11845,3729,1855,836
1,3,564,4210,13534,2609,3474,270
1,1,1056,15151,11608,931,9556,3776
2,2,365,8962,17687,3615,315,812
2,3,612,14990,8773,4804,1315,4907
2,2,789,6855,404,1452,2724,4225
1,3,164,7721,552,1145,3750,4057
1,3,1194,18027,23936,1794,1487,5831
1,1,1917,23108,19008,2668,5471,5638
1,2,1302,22879,12478,9934,8594,2311
2,2,1504,8452,3184,5338,2306,4810
1,1,1768,13796,12307,998,3511,4883
1,3,824,14014,2699,5546,9110,3923
1,3,709,2340,15702,3269,8366,3507
1,3,1424,24573,10095,4592,6711,2006
2,3,692,20172,11156,1006,6550,2684
2,3,771,23358,3732,8425,7238,4450
2,2,161,949,7558,9664,3101,2519
2,1,271,14987,18391,7684,6047,4027
1,2,1187,22951,5324,7344,4126,2784
2,3,996,5220,6590,5694,5105,1542
2,1,187,13539,22018,130,8305,1636
1,1,1349,23987,20418,2137,6263,186
1,2,1788,9879,5030,7691,8066,5842
1,2,1265,12923,5645,6776,6328,3068
2,2,1133,13339,13613,2895,8953,2414
1,2,805,9118,19916,6278,3603,4515
1,1,1057,1409,2115,7902,1694,1211
2,3,1411,10741,5899,289,741,3172
2,3,1513,4911,23584,6529,192,1542
2,3,1941,17914,3085,5871,9672,3156
1,2,756,21533,11521,1854,3356,3454
1,1,264,18776,703,2067,5907,3376
1,1,1598,21705,19838,4085,5242,5541
2,1,733,21024,24202,5572,6050,812
1,3,296,22558,4001,9817,2213,5888
2,3,368,16768,21110,1141,6879,4617
2,1,583,6729,20664,3266,2523,4527
2,2,1308,7812,22523,9068,4673,1604
2,2,947,2384,6769,1301,8841,3662
1,1,1416,13000,16633,5262,8121,1868
2,1,1351,9260,24314,5850,5067,5501
2,2,1693,23910,6710,581,2549,2102
2,1,1345,9496,19703,9046,831,3490
2,2,403,24293,8056,2530,4086,369
1,3,1833,6194,14494,4920,3731,2158
1,3,145,8216,24736,3341,1012,4351
1,3,953,22884,18265,2068,3620,3692
1,3,1836,21226,6978,9475,4476,263
1,2,960,15580,23793,1743,8665,3298
1,3,796,5512,21719,9848,9133,2195
1,1,586,13668,15905,7558,1587,3523
1,1,390,23017,21892,5663,2525,4544
1,2,346,15567,3469,4384,9703,2340
1,2,616,4428,3823,1727,9666,5479
1,2,1981,15572,16076,6519,5810,1267
1,3,795,4433,18625,5692,2386,4950
2,3,1627,24533,21347,215,8553,5941
1,2,1272,20805,17313,5082,1656,711
1,1,1971,10859,8828,4010,399,5442
1,2,1482,23637,18760,9896,6931,5931
2,1,263,13407,7937,4038,901,5274
2,3,1013,21198,18766,4983,2237,5497
2,2,492,4555,1605,1287,987,3841
1,3,867,22219,7461,8410,2060,3148
1,3,1725,16118,20675,2777,8406,2032
1,1,476,3259,12909,4221,9459,3816
2,1,190,10699,15862,4031,947,2791
2,1,1998,6176,8694,9816,9480,1306
1,2,1224,14278,24881,3541,7835,1611
2,1,754,4068,11248,6320,3378,4321
1,3,852,21414,2788,8399,5068,4072
2,3,1279,17885,7615,8501,2833,3612
1,2,1551,6300,15915,7742,2497,4926
1,3,465,4310,24369,5544,7167,3985
1,2,1732,16527,21901,7736,8912,2633
2,2,935,3088,19473,459,8788,815
1,2,188,12312,1386,4051,4307,2896
1,3,311,8794,14985,2448,6505,2164
2,2,855,8521,5303,3176,6967,4718
1,3,575,10163,22364,6805,400,4073
1,3,510,16115,12825,8636,485,764
1,2,1496,2832,7493,2320,1331,5460
1,2,869,18894,13381,765,9782,1098
1,2,1754,24679,4200,6780,3883,1811
1,3,1806,900,20537,2870,1856,4116
2,2,298,3453,20771,4042,8895,160
1,2,1362,23895,23924,3469,8721,3438
2,3,1013,6266,13957,4768,3164,4953
2,2,1198,2607,21050,7907,5475,1083
2,2,291,18133,13696,5886,7384,129
1,3,1773,19699,22311,3246,6709,4916
2,1,735,1054,8541,708,3159,2978
2,2,1595,2353,24934,6639,7133,5984
2,1,1757,5905,4063,9524,2278,1594
1,1,1180,14006,9411,1555,767,5706
2,1,1688,924,6212,6887,9585,1519
1,3,692,24729,10707,725,9505,368
2,3,785,7772,4733,8795,3295,3624
1,1,1497,16658,21379,1684,661,5554
1,1,632,10611,11886,5956,9688,4285
1,3,456,20624,23069,9031,8988,4547
1,3,681,13268,5876,7497,5495,1677
1,2,419,24938,9880,4943,6756,491
1,1,1303,1945,9971,3936,6175,2994
2,2,437,20605,10898,1293,1872,2044
2,1,762,17710,19216,3983,1496,1045
2,3,652,8982,19470,9035,4010,170
2,2,1789,4042,11602,8251,5774,5106
1,3,322,10178,23526,8528,5654,4752
1,2,1359,13916,10815,2408,3354,5849
2,1,1482,18194,16429,8892,6502,1621
1,1,104,19243,10905,5063,7728,587
2,2,225,12176,10178,6976,8681,2286
2,1,1061,12466,21240,1777,3339,5463
2,3,1168,22257,11508,1305,8964,4162
2,1,1606,2134,22440,1195,4155,4139
1,1,899,15562,339,5037,6122,3137
1,1,1524,23941,14559,5248,2559,2674
2,2,1593,11065,15601,5054,242,4776
2,3,1300,24826,12561,4411,3953,855
1,1,1536,3055,13042,3296,5135,2739
1,3,238,18373,1324,5459,5216,410
2,3,1782,14773,3452,1922,8021,4228
2,1,1847,126,15667,6272,6355,2585
2,1,1126,7493,9787,2058,4698,1227
2,1,1320,15865,6857,3317,3010,221
1,3,1099,10222,6054,2423,4138,985
1,3,1792,17916,8202,2468,7674,5354
1,2,1362,9133,14771,3957,4793,4682
1,3,1770,11687,11375,5892,8123,2079
2,3,618,9670,20800,3168,5665,1977
1,2,1913,6637,15704,9368,190,625
1,3,317,3392,20162,1148,8002,1708
2,3,676,17953,500,2306,9471,5919
2,2,1344,16307,9087,1863,9984,605
2,2,1245,7695,11625,6364,3039,3735
1,1,485,22071,7457,4401,7917,3880
1,3,1155,4209,20620,9520,4111,2291
1,2,330,12862,15403,8782,7265,4122
1,1,1991,18584,457,7925,3108,4011
2,2,1989,7470,8095,4853,1152,2145
1,3,457,11545,9789,6475,9447,1463
2,3,1822,4973,12812,6185,5271,678
2,2,1030,11372,20233,2301,845,4409
2,1,656,15389,1898,1394,1626,187
1,1,889,6498,8948,9380,6065,189
2,2,1455,6361,4294,8142,5246,5079
1,3,958,11954,20955,5103,8376,3372
2,3,1841,11145,1479,6972,512,1302
2,3,1342,3936,6383,1176,2375,3666
1,2,1672,20930,14410,6956,5447,4058
2,2,779,337,3671,5520,4942,5047
2,1,1680,3512,24602,1013,4713,320
1,1,203,2436,17175,6834,2410,5875
1,3,1736,10563,4805,1378,241,2373
1,3,570,16399,22703,8190,2213,2800
1,1,241,10563,17189,1165,2022,4396
1,2,1980,16969,5219,6662,2070,2840
2,1,1172,22334,5436,2628,2587,4913
2,1,1521,23979,6590,5157,8613,3161
2,1,1274,9206,8203,4718,2185,5136
2,2,816,13645,17156,7815,4992,647
1,2,1832,4974,7345,5086,4063,799
1,3,213,18666,22434,6147,581,798
2,1,800,8165,12527,8586,3280,367
2,3,623,8783,8941,8556,2872,3569
1,1,1793,1099,18603,3091,996,4695
1,2,1582,13124,20484,9329,1713,5403
2,2,570,9397,5901,2063,4547,5668
1,3,623,22374,11935,2954,1139,1586
2,1,783,12558,8193,8421,6696,3532
1,3,909,4643,23893,193,8475,2961
1,1,199,24880,4752,7650,5901,5559
2,2,1853,1853,16580,4760,7929,4391
1,2,366,16835,12863,2717,2274,4396
1,2,475,19324,2239,9107,4111,2307
2,2,222,19162,13980,7846,3728,2863
1,2,612,22993,19212,7160,3649,193
1,1,1256,3221,12491,4662,4948,5655
1,1,917,2090,8623,4274,2174,179
1,1,971,15769,5796,2423,8646,5737
2,2,1287,8604,14435,5293,3528,5632
2,1,130,20194,10027,6971,608,4092
2,2,843,6759,3147,1799,4031,4503
1,3,307,23374,20411,3631,1693,125
1,2,999,21966,20507,3928,4564,1613
1,3,1146,18484,8665,883,4543,5650
2,3,759,132,18390,969,5526,2150
2,3,1157,9513,7630,6973,8965,4016
2,2,702,24292,3764,8352,8655,3825
1,2,357,16453,10851,3901,7870,2403
1,2,1482,10383,20231,796,1472,1018
2,1,2000,24850,2896,5167,7044,1516
1,2,310,6382,4381,6065,8443,4541
1,1,1047,21738,20293,9308,4350,1467
1,2,840,22714,23534,9767,3081,3126
1,1,1163,19963,5068,3431,4110,4202
1,3,702,13459,13610,405,8567,3154
2,2,1446,20033,9046,3262,5209,3818
1,2,227,2820,4273,6678,119,2658
2,1,1072,21077,17346,8970,6175,1758
2,2,1336,11805,11251,4217,1793,4655
1,3,1404,16661,18489,1540,2476,532
2,2,1194,19158,10332,1811,9775,4377
1,1,739,15037,20769,4488,463,2597
1,1,189,12681,16188,8998,4381,4462
1,1,1665,10572,13102,3172,4099,5946
2,3,1362,16843,10508,9028,5970,2518
2,1,1814,9734,13466,1574,3176,1157
1,2,156,819,6329,1035,4207,5360
1,1,1692,22807,8562,295,6192,3505
2,3,1478,571,709,2133,9043,2206
2,1,622,24170,346,670,2072,4322
2,3,964,17857,10276,811,3534,1611
2,1,1092,217,10951,3361,6255,3728
1,1,927,2936,19492,5145,9502,2113
1,3,1653,6591,6394,9104,8362,3674
1,1,1128,15637,9726,6055,6408,1559
1,1,793,11048,16387,6234,9271,1791
1,2,1273,15510,8180,1374,2136,2562
2,3,1136,14440,9379,8257,6579,5409
2,1,366,24260,24581,3762,3696,2918
2,3,1381,12842,4232,8932,3276,3670
2,2,464,22548,21291,956,8268,2710
1,1,1926,2386,18497,8768,2279,4741
2,1,516,13349,17072,6694,6649,3282
1,3,389,23718,12352,7033,2906,4873
2,1,1126,22456,1271,5909,1508,2113
1,1,950,22192,721,2909,4805,1642
2,2,1821,18028,24903,5401,8248,4737
1,2,876,6334,877,9354,6885,3640
2,1,1215,19748,24295,2389,869,2548
1,2,1908,2904,11260,2708,7094,1788
2,1,1225,4744,6488,6703,9728,695
1,3,937,4887,5340,1216,1369,5243
1,2,274,461,12959,5795,6600,4112
2,3,737,12454,7626,7708,6095,751
2,3,723,16524,21264,301,8530,2666
2,2,195,20489,4211,9364,5269,5641
2,2,1144,17246,19691,3115,1345,2100
1,1,1728,1712,12234,818,8606,306
